1544901619.36,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.46,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.56,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.64,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.74,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.83,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901619.93,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901620.02,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.06747001,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901620.12,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901620.23,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
1544901620.33,-39.24,-123.15,45.78,93.0,26.28,-38.72,50.71,0.30357003,0.067480005,0.078360006-0.518319,-0.687505,0.508608,-0.742698,0.067037,-0.666262,0.423963,-0.723078,-0.545356,False
